sample_id	url	host	text_preview	predicted_domain	gold_domain	reviewer_note
s0111	https://www.hampyeong.go.kr/mayor/contentsView.do?pageId=mayor28	www.hampyeong.go.kr	우리군민의 모든 소리에 귀 기울이겠습니다. 건전한 인터넷 홈페이지 문화 정착을 위해 실명제를 실시하고 있으며, 본 게시판에 등록하신 작성글에 대해서는 본인 이외의 타인에게는 비공개하고 있음을 알려드립니다. - 01군 민 ‘군수에게 바란다’ 민원신청 - 02군민소통실 민원내용 확인 및 해당부서 지정 - 03해당부서 내용(사	web_general	web_general	
s0112	https://www.news1.kr/articles/?4060035	www.news1.kr	|2020 신한은행 SOL KBO리그 선두 경쟁이 뜨겁다. © 뉴스1| 프로야구 우승 경쟁이 점점 뜨거워지고 있다. 역사에 남을 경쟁으로 치닫는 중이다. 지난 15일 열린 2020 신한은행 SOL KBO리그 5경기에서 7~10위 하위권 4개 팀이 승리하면서 선두권이 더욱더 촘촘해졌다. 여기에 4위였던 두산 베어스가 선두 	news	web_general	
s0113	https://www.asiae.co.kr/article/2020092114332241256	www.asiae.co.kr	김익성 동덕여대 교수·한국유통학회 명예회장 ‘라이브 커머스’가 새로운 유통채널로 각광받고 있다. 라이브 커머스는 동영상 스트리밍과 이커머스를 합성한 용어이다. 포털부터 인스타그램·유튜브·페이스북 같은 소셜네트워크서비스(SNS)에서 인기 있는 방송 진행자인 인플루언서들이 소비자들과 방송을 통해 직접 소통하며 상품을 판매하고	news	news	
s0114	https://www.yeoju.go.kr/history/jsp/Theme/Theme.jsp?BC_ID=f0333	www.yeoju.go.kr	□ 소재지 : 여주시 하거동 여주읍 하거리 대포산에 있다. 본래 원당사지(願堂寺址)가 있던 곳으로 알려지고 있다. 원당사는 통일신라시대 창건된 이후 조선 말기에 폐사된 것으로 전해진다. 현 대법사는 1971년 창건된 신생 사찰로 태고종(太古宗)에 속한다. 현 주지인 대원(大元) 스님이 대웅전과 요사채를 짓고 법맥을 이었다	web_general	web_general	
s0115	https://blog.solaris.co.kr/category/security/%ED%95%B4%ED%82%B9%20%EB%B3%B4%EC%95%88?page=2	blog.solaris.co.kr	security/해킹 보안(72) 2014 최신해킹 기술 및 보안 세미나 자료집 2014년 11월 6일 부산에서 진행된 최신 보안 세미나 자료집입니다. 암호는 세미나에서 알려드린 패스워드와 동일 입니다. 그럼... BACKBOX을 활용한 침투테스터와 모의해킹 후기 출판사 : 에이콘 출판사 가격 : 15000원 페이지 : 	blog	web_general	
s0116	http://o-dokdo.com/gnuboard4/bbs/board.php?bo_table=01_02&wr_id=677&sfl=&stx=&sst=wr_hit&sod=asc&sop=and&page=1	o-dokdo.com	기시다 후미오(岸田文雄) 일본 외상은 7일 독도에 대해 “역사적 사실에 비추어 보거나 국제법상으로도 명백한 일본 고유의 영토”라는 종래의 입장을 담고, 한국에 대해 “자유, 민주주의, 기본적 인권 등 기본적 가치와 이익을 공유한다”는 문구를 삭제한 2015년판 외교청서를 국무회의에 보고했다고 일본 NHK 방송이 보도했다.	web_general	web_general	
s0117	https://photochips.co.kr/webbook/?idx=194	photochips.co.kr	포토칩스 전속모델 "다미" 첫만남에 이어 첫경험으로 어떻게 해야 할지 모르지만 촬영내내 므흣한 상상하며 은근슬쩍 흥분도 되면서 촬영을 했다고 야터뷰에서 이야기한 바 있습니다. 엉덩이에 점이 매력적인 다미양의 첫 화보를 공개합니다. 많은 관심과 사랑 부탁드립니다 ^^ Spec _ 넘버 VOL60 NO1 크기 3500 x 2	web_general	web_general	
s0118	https://www.newsis.com/view/?id=NISX20200923_0001176736&cid=10201	www.newsis.com	마트 개업축하 모임 통해 감염 전파 추정 [서울=뉴시스] 임재희 구무서 기자 = 수도권에서 발생하고 있는 신종 코로나 바이러스 감염증(코로나19) 산발적 집단감염의 여파로 증권회사와 마트 등 직장, 생활공간에서 확진자가 잇따르고 있다. |[서울=뉴시스] 전진환 기자 = 일일 신규 확진자 수가 110명을 기록하며 나흘만에 	news	news	
s0119	http://www.ted.com/talks/lang/ko/doris_kim_sung_metal_that_breathes.html	www.ted.com	Click on any phrase to play the video at that point.Close 어릴 때, 저는 차에 타기만 하면 창문을 열어야 하는 아이였어요. 차 안은 항상 너무 덥고, 비좁고 냄새도 많이 나죠. 제 부친은 에어컨을 쓰지 못하게 하셨어요. 그러면 차가 과열된다는 거였어요. 어떤 분들은 기억하시겠	web_general	ko_en_mixed	
s0120	http://www.myswitzerland.com/ko/about-switzerland/geographic-facts/regions/swiss-regions/basel-region-1.html	www.myswitzerland.com	여름 라인 강에서 수영 즐기기 라인강은 무역로로 쓰이는 중요한 수로이면서도 레크레이션을 즐기기에도 안성맞춤인 곳이다. 엄청난 수량의 라인 강은 환경적으로, 문화적으로 중요한 역할을 하고 있어서 다양한 방문자들과 거주자들에게 높은 문화생활 제공한다. 해가 나고 맑은 날에는 기온이 올라 온 도시가 따뜻하고 생기있게 변하는데 	web_general	web_general	
s0121	https://www.rotary.org/myrotary/ko/mitgliedschaftsmonat-anlass-aktiv-zu-werden	www.rotary.org	8월은 회원증강 및 확대의 달입니다. 클럽과 지구가 신입회원을 영입하고 회원들의 참여를 강화시킬 수 있도록 다음 사항들을 실천해 보세요. 강력하고 활기찬 클럽의 구축은 로타리 미래의 관건입니다. - 썬더클랩(Thunderclap)에 가입해 8월 마지막 날에 전세계와 강력한 회원증강 메시지를 나눌 수 있도록 지원한다. 썬더	web_general	web_general	
s0122	http://blog.naver.com/PostView.nhn?blogId=hyund7kjk&logNo=110116957615	blog.naver.com	- 저작권 침해가 우려되는 컨텐츠가 포함되어 있어 글보내기 기능을 제한합니다. 네이버는 블로그를 통해 저작물이 무단으로 공유되는 것을 막기 위해, 저작권을 침해하는 컨텐츠가 포함되어 있는 게시물의 경우 글보내기 기능을 제한하고 있습니다. 상세한 안내를 받고 싶으신 경우 네이버 고객센터로 문의주시면 도움드리도록 하겠습니다.	blog	technical	
s0123	http://www.germany.travel/kr/towns-cities-culture/towns-cities/historic-highlights-of-germany/heidelberg.html	www.germany.travel	사랑을 샘솟게 하는 도시, 세계적 명성, 도시 관광에 관한 한 국제적 에버그린. 바로 하이델베르크입니다. 알테브뤼케와 거대한 성 사이의 꿈결 같은 낭만, 특급 문화 행사와 기타 행사, 맛깔스럽고도 정성스런 음식 문화, 네커강과 오덴 삼림 사이의 탁월한 입지가 바로 그 핵심입니다. 매년 약 3백만명의 방문객을 맞이하는 하이	web_general	web_general	
s0124	http://www.p2i.com/ko/ion-mask	www.p2i.com	ion-mask™ 착용자의 눈에 보이지 않는 ion-mask™의 보호층은 사람 머리카락 두께의 1/1000보다 얇습니다. 이 기술은 제품의 표면 전체와 분자 결합되어, 제품의 외관이나 느낌에 영향을 주지 않고도 내구성을 크게 향상시킵니다. 또한 ion-mask™는 재질과 동일한 수명을 유지하며 일상적인 착용에도 영향을 받	web_general	technical	
s0125	http://blog.naver.com/PostView.nhn?blogId=lsw2848048&logNo=70119159497	blog.naver.com	- 저작권 침해가 우려되는 컨텐츠가 포함되어 있어 글보내기 기능을 제한합니다. 네이버는 블로그를 통해 저작물이 무단으로 공유되는 것을 막기 위해, 저작권을 침해하는 컨텐츠가 포함되어 있는 게시물의 경우 글보내기 기능을 제한하고 있습니다. 상세한 안내를 받고 싶으신 경우 네이버 고객센터로 문의주시면 도움드리도록 하겠습니다.	blog	technical	
s0126	https://ko.wikipedia.org/wiki/%EC%BA%A1%EC%82%AC%EC%9D%B4%EC%8B%A0	ko.wikipedia.org	캡사이신 |일반적인 성질| |IUPAC 이름||8-Methyl-N-vanillyl-trans-6-nonenamide| |CAS 번호||404-86-4| |PubChem| |ChemSpider| |물리적 성질| |열화학적 성질| |안전성| 지용성의 무색의 결정으로 알코올에는 녹기 쉽지만 냉수에는 거의 녹지 않는다. 섭취하면	encyclopedia	ko_en_mixed	
s0127	https://ko.wikipedia.org/wiki/%ED%82%A4%EC%8B%9C%ED%8C%80_%EC%82%AC%EA%B3%A0	ko.wikipedia.org	키시팀 사고 키시팀 사고(러시아어: Кыштымская авария, 영어: Kyshtym disaster)는 1957년 9월 29일 구 소련의 마야크 재처리 공장에서 일어난 방사능 오염 사고이다. 이 사고는 국제 원자력 사고 척도에 6단계인 대사고 등급을 기록했으며, 체르노빌 원자력 발전소 사고와 후쿠시마 제1 원자력 	encyclopedia	ko_en_mixed	
s0128	http://googlekoreablog.blogspot.com/2014/10/startup-networking-event.html	googlekoreablog.blogspot.com	2014년 10월 13일 월요일 작성일: 2014년 10월 13일 월요일 안녕하세요. 구글코리아 이상현입니다. 다가오는 2014년 10월 22일, 구글 창업지원팀(Google for Entrepreneur)에서 주최하는 다양한 분야의 스타트업 창업가와 교류할 수 있는 소셜 네트워킹 이벤트가 진행됩니다. 지난 해 이벤트에서	blog	web_general	
s0129	https://khima.or.kr/board/board.php?bo_table=01notice&wr_id=1422	khima.or.kr	페이지 정보작성자 관리자 작성일20-06-04 11:08 조회377회 본문 중앙노인보호전문기관은 노인복지법 제39조5에 의거 설립되었으며, 보건복지부 위탁기관으로 노인학대 예방과 노인인권 보호를 위한 사업을 진행하고 있습니다. 오는 6월 15일은 “노인학대 예방의 날”로 국가가 정한 법정기념일로 노인학대의 심각성을 알리고	web_general	web_general	
s0130	http://www.cpbc.co.kr/CMS/newspaper/view_body.php?cid=382381&path=201107	www.cpbc.co.kr	2000년 외국 성인명 표기법 바뀌었으나 아직도 종전 표기 사용 많아 혼란 "이름은 하나인데 별명은 서너 개~♬" 가족마다 동생 별명을 다르게 부른다는 동요 '개구쟁이 내 동생'의 한 소절이다. 별명은 아니지만 이 동요처럼 이름이 두 세 개인 사람들이 있다. 바로 가톨릭 신자들이다. 신자들은 외국 성인들 중에서 세례명을 	web_general	web_general	
s0131	http://www.wowtv.co.kr/TotalSearch/Mariner/Index?searchTerm=%EB%B2%95%EC%95%88	www.wowtv.co.kr	32,575건의 뉴스가 검색 되었습니다. 지난 주요뉴스 한국경제TV에서 선정한 지난 주요뉴스 뉴스썸 한국경제TV 웹사이트에서 접속자들이 많이 본 뉴스 한국경제TV 기사만 onoff - "오래 살수 있어 5천 더 줬는데" 등록임대 세입자들 '불안'(종합) 2020-07-12 18:25:46 법안을 발의했지만 사유재산권 행사	web_general	news	
s0132	http://www.channelnews.kr/news/articleList.html?sc_sub_section_code=S2N80&view_type=sm	www.channelnews.kr	UPDATE : 2020.7.13 월 17:47 처음으로 로그인 회원가입 지면보기 트위터 페이스북 RSS 기사검색 안전 생활안전 식품안전 산업안전 소방안전 교통안전 안전서포터즈 복지 청소년복지 노인복지 복지관소식 다문화복지 장애인복지 취약계층 우리 이웃 뉴스 사회 경제 정치 교육 환경 과학 국제 하이테크 기업탐방 신제품 	news	web_general	
s0133	http://m.kmib.co.kr/view.asp?arcid=0924097666&code=14130000&sid1=lif	m.kmib.co.kr	추석연휴 과음 돌연사 위험 ‘휴일 심장증후군’ 조심하세요 평소보다 많은 알코올·고열량 섭취 부정맥 등 심혈관계 이상 증상 불러 입력 2019-09-12 04:03 수정 2019-09-15 18:05 추석 연휴가 사실상 11일 오후부터 시작됐다. 최근 음주운전에 대한 처벌이 강화돼 연휴 기간 음주에 각별히 신경써야 한다. 	web_general	news	
s0134	https://1boon.daum.net/realcast/20200703_1	1boon.daum.net	뷰 본문 오피스텔도 한강 조망 여부에 따라 수억 원의 시세 차이가 발생하는 것으로 조사됐습니다. 국토부 실거래가 시스템에 따르면 지난해 1월 입주한 강남구 청담동 ‘더리버스청담’(36실) 전용 45㎡는 올해 2월 14억 5,000만원에 실거래가 됐습니다. 반면, 비슷한 시기 입주한 청담동 ‘아노블리81’(81실, 2018	web_general	web_general	
s0135	http://search.hankyung.com/apps.frm/search.news?query=%EC%9C%A0%ED%95%B4%EC%A7%84&page=707	search.hankyung.com	전체뉴스 7061-7070 / 7,122건 - 최신순 - 정확도순 - 과거순 - [인사] 국세청 <고위공무원> ▷국세청 법인납세국장 丁炳春▷〃 근로소득지원국장 金昌煥▷광주지방국세청장 金正民▷서울지방국세청 조사2국장 王基賢 <과장급> ▷국세청 근로소득지원국 소득지원과장 權奇龍▷〃 〃 소득관리1과장 李運昌▷〃 〃 소득관리2과	news	news	
s0136	https://blog.ulsan.go.kr/8213?category=617791	blog.ulsan.go.kr	지난 토요일 태화강 둔치에서 열린 2018 틴즈페스티벌 ! 먼저 틴즈페스티벌은 지난 12년간 매년 6월 둘째 주에 열리는 청소년 축제입니다. 틴즈 페스티벌은 다른 축제들과 달리 이윤을 내는 것이 목적이 아니라 울산 청소년들만의 축제를 열어주기 위함이 목적입니다. 울산 청소년들에게 꿈과 비전을 심어주는 10대들의 둥지! 달	blog	blog	
s0137	https://www.asiae.co.kr/article/2016052310542853952	www.asiae.co.kr	[아시아경제 심나영 기자]삼성중공업이 이르면 24일 추가 자구안을 주채권 은행인 산업은행에 제출할 것으로 알려졌다. 23일 조선업계에 따르면 이번 2차 자구안에는 삼성중공업의 유동성 확보를 위해 비핵심 자산을 추가로 매각하는 내용 등이 포함될 것으로 전해졌다. 삼성중공업에서 외부에 맡겨 운영하는 사우매장(직원들이 공산품을	news	news	
s0138	http://www.jbnews.com/news/articleView.html?idxno=1262389	www.jbnews.com	범죄 의혹으로 자택을 압수수색당하면서 수사하는 검사에게 전화를 통해 "신속하게 해 달라"고 말할 수 있는 국민은 과연 몇이나 될까. 조국 법무부장관은 자신의 이런 행동이 논란이 되자 "아내가 염려돼서 그랬다. 이것은 인륜의 문제"라고 말했다. 지난 9월부터 한달 간 조국 법무부장관의 가족 관련 비리가 터져 온나라가 술렁이	news	news	
s0139	http://dbcas.co.kr/index.html?menuno=250&bbsno=351&boardno=653&ztag=rO0ABXQANjxjYWxsIHR5cGU9ImJvYXJkIiBubz0iNjUzIiBza2luPSJvc2FuX25vcm1hbCI%2BPC9jYWxsPg%3D%3D&siteno=17&act=view	dbcas.co.kr	"2018 스피드심사15기 입문과정" DBCAS 스피드심사15기 입문과정을 시작하였습니다. 11월 12일 ~ 12월 07일까지 진행되는 해당 과정은 DBCAS의 회사제도,문화에 대한 이해로 소속감을 증진시키며, 직무와 관련된 교육을 받으며 직무를 이해하고 기초 심사역량을 키우는 과정입니다. 첫날과 둘쨋날은 교육생 자기소개	web_general	web_general	
s0140	http://www.techholic.co.kr/news/articleView.html?idxno=187146	www.techholic.co.kr	[테크홀릭] 제주항공(대표이사 이석주)이 호주 제트스타 에어웨이즈와 공동운항(Code Share)으로 내달 8일부터 인천~호주 골드코스트 노선에 주3회 일정으로 신규 취항한다. 공동운항은 한 항공사가 실제 항공기를 운항하는 파트너 항공사의 좌석 일부에 대해 자신들의 편명을 부여해 직접 마케팅하고, 판매하며 노선과 운항횟수	web_general	news	
s0141	https://kin.naver.com/qna/detail.nhn?d1id=8&dirId=8030204&docId=291096793	kin.naver.com	홈케어로 좋아질수있는 방법 없나요 끝이 갈라지기보다는 머리가 탄것처럼 되있어서 짜르는 방법말고 부드러워 질수있는 방법 뭐가 있을까요 ㅠㅠ - 질문수75 - 채택률55.6% - 마감률55.6% 답변 불가 레이어 현재 활동이 보류된 상태입니다. 이 상태에서 답변할 경우 일반사용자 답변으로 등록되며, 전문가답변으로 등록하시려면	web_general	community	
s0142	http://news.unn.net/news/articleList.html?page=11&total=6049&sc_section_code=&sc_sub_section_code=S2N72&sc_serial_code=&sc_area=&sc_level=&sc_article_type=&sc_view_level=&sc_sdate=&sc_edate=&sc_serial	news.unn.net	[한국대학신문 조영은 기자] 동서대학교(총장 장제국)가 10월 1일부터 4일까지 부산국제영화제와 공동으로 제6회 아시아대학생영화제를 개최한다.아시아대학생영화제는 영화 대학들 간 문화 교류를 통해 아시아의 영화 인재를 발굴하고 양성하기 위해 열리는 것으로 한국･중국･일본의 여러 대학들이 협의체를 이뤄 운영한다.올해 영화제에	news	news	
s0143	http://news.unn.net/news/articleView.html?idxno=215986	news.unn.net	여름방학이다. 대학 수시모집 2개월여 앞둔 고3 학생들은 어떤 대학과 전공을 지원하고 선택해야 할지 고민하는 시기이기도 하다. 특히 전문대학 진학을 염두에 둔 학생들은 답답한 심정일 것이다. 일반대학(4년제)에 대한 입학정보는 넘칠 정도로 많고 상담할 곳도 많은데, 전문대학 입학정보나 안내는 부족하기 때문이다. 전문대학도	news	news	
s0144	https://content.v.kakao.com/v/cZyiu6ZxbK	content.v.kakao.com	숙취해소제 효과에 대해 우리가 몰랐던 사실! 그런데 말이죠. 숙취해소제들이 정말로 숙취를 해소해줄까요? 조사해보니 약간 배신감이 드는 기분인데요. 지금부터 숙취해소제의 진상을 낱낱이 밝혀보겠습니다. 숙취해소제는 사실 '일반식품' 시중에서 구할 수 있는 숙취해소제에는 헛개나무, 오가피, 녹차 등의 성분이 들어있어요. 아세트	web_general	web_general	
s0145	https://www.fosco.edu.gh/vendor-news/	www.fosco.edu.gh	C1000-128 Exam Dumps C1000-128덤프공부자료 & IBM C1000-128시험대비덤프자료 - C1000-128덤프공부문제 - Fosco IBM C1000-128 This Week Result They can't be wrong Score in Real Exam at Testing Centre Quest	web_general	ko_en_mixed	
s0146	https://www.peoplepower21.org/index.php?mid=Welfare&category=160587&document_srl=1679819&listStyle=list	www.peoplepower21.org	[언론기고] “유치원 3법, 아직도?” 새삼 놀라운 세 가지 사실 - 아동가족정책 - 2019.10.28 (11:30:11) - 184 2018년 국정감사에서 전국 17개 시도교육청 감사 결과 비리 혐의가 적발된 유치원의 실명이 공개됐다. 아이를 믿고 맡겼던 유치원에서 일상적으로 비리가 발생하고 그 피해를 고스란히 아이들	web_general	news	
s0147	https://www.yna.co.kr/view/AKR20210721138951074	www.yna.co.kr	"국영기업보다 먼저 발표"…마윈, 지난해 기부액 중국기업가中 최고 (홍콩=연합뉴스) 윤고은 특파원 = 중국 정부가 자국 빅테크 기업들에 대한 규제를 강화하는 가운데, 이들 기업이 최근 허난(河南)성에서 발생한 물난리 구제를 위해 앞다퉈 기부에 나섰다. 21일 홍콩 사우스차이나모닝포스트(SCMP)에 따르면 알리바바그룹과 자	news	news	
s0148	http://tsbuild.co.kr/sub1_c1	tsbuild.co.kr	태성빌드를 찾아주신 고객님께 다시 한 번 감사의 말씀을 전합니다. 저희 태성빌드는 2000년 설립 이래 20년간 지속적으로 성장해왔습니다. 태성 빌드만의 독보적인 자부심인 특허 공업법(외벽 중 단열 일체화 공법)을 바탕으로 창조적인 공간을 건설하는 건축기업이며, 축적된 경험, 전문성, 노하우를 기반으로 완벽한 결과물을 만	web_general	web_general	
s0149	https://kin.naver.com/qna/detail.nhn?d1id=7&dirId=710&docId=393739857	kin.naver.com	- 질문수281 - 채택률95.6% - 마감률97.5% 비공개 답변 취업 여부 상관없이 지원 받을 수 있습니다 자가격리 생활지원금은 자가격리가 해제된 후 신청인의 거주지 주민센터에서 신청하면 됩니다 주민등록상에 가구원수를 기준으로 지급됩니다 준비 서류 : 신분증, 통장 사본, 자가격리 통지서 단, 사업주로부터 유급휴가를 	web_general	web_general	
s0150	https://srw.kr/529	srw.kr	티스토리 뷰 728x90 반응형 언제 시간내서 한 번쯤 봐야지... 하면서 미뤄두다가, 최근에야 영화 타인의 삶을 보게 되었습니다. 삶에 대하여, 여러가지 내용을 담고 있는 영화라서, 이런 류의 영화를 좋아하는 분이라면 한 번 쯤 시간내서 보더라도 후회는 없으리라 생각합니다. 국내에서나 해외에서나 높은 평가를 받고 있는 	web_general	blog	
